city_name	id	he	en	ru	ar	es	area	countdown	lat	lng
פנימיית עין כרם	465	פנימיית עין כרם	Ein Kerem Boarding School	Интернат Эйн Керем	داخلية عين كارم	Internado Ein Kerem	32	90	31.7788	35.1533
פסגות	1786	פסגות	Psagot	Псагот	بساجوت	Psagot	11	90	31.9	35.2239
פסוטה	1566	פסוטה	Fassuta	Фассута	فسوطة	Fassuta	6	0	33.0478	35.3088
פעמי תש''ז	215	פעמי תשז	Pa'amei Tashaz	Паамей Ташаз	بعامي تشاز	Pa'amei Tashaz	17	30	31.4383	34.6921
פצאל	741	פצאל	Petza'el	Пецаэль	بتسئيل	Petza'el	29	90	32.0435	35.4438
פקיעין	1484	פקיעין	Peki'in	Пекиин	البقيعة	Peki'in	6	15	32.9762	35.3358
פרדס חנה-כרכור	1003	פרדס חנה-כרכור	Pardes Hanna-Karkur	Пардес Хана -Каркур	بردس حنا كركور	Pardes Hanna-Karkur	5	90	32.4753	34.9771
פרדסיה	916	פרדסיה	Pardessiya	Пардесия	فردسيا	Pardessiya	9	90	32.305	34.9117
פרוד	1455	פרוד	Farod	Фарод	فرود	Farod	1	30	32.9331	35.4343
פרי גן	120	פרי גן	Pri Gan	При Ган	بري جان	Pri Gan	13	15	31.222	34.3559
פתח תקווה	785	פתח תקווה	Petach Tikva	Петах Тиква	بيتح تيكفا	Petaj Tikve	18	90	32.084	34.8878
פתחיה	569	פתחיה	Ptachia	Птахия	فتحية	Ptajia	23	90	31.867	34.8869
צאלים	114	צאלים	Ze'elim	Цеэлим	تسئليم	Ze'elim	17	30	31.2039	34.5334
צבעון	1549	צבעון	Zivon	Цивон	تسفعون	Zivon	6	0	33.0264	35.4167
צובה	464	צובה	Tzuba	Цуба	تسوفا	Tzuba	3	90	31.7844	35.118
צוחר, אוהד	136	צוחר, אוהד	Zohar, Ohad	Цохар, Охад	تسوحر ، اوهاد	Zohar, Ohad	13	15	31.2364	34.4287
צופים	860	צופים	Zufim	Цуфим	تسوفيم	Zufim	9	90	32.1979	35.0107
צופית	854	צופית	Tzofit	Цофит	تسوفيت	Tzofit	9	90	32.1949	34.9201
צופר	36	צופר	Tzofar	Цофар	تسوفر	Tzofar	27	90	30.5594	35.1815
צוקים	35	צוקים	Tzukim	Цуким	تسوكيم	Tzukim	27	90	30.4916	35.1654
צור הדסה	390	צור הדסה	Tzur Hadassa	Цур Хадасса	تسور هداسا	Tzur Hadassa	3	90	31.7194	35.097
צור יצחק	880	צור יצחק	Tzur Itzhak	Цур Ицхак	تسور يتسحاق	Tzur Itzjak	9	90	32.2415	34.998
צור משה	914	צור משה	Tzur Moshe	Цур Моше	ثسور موشيه	Tzur Moshe	9	90	32.2989	34.9131
צור נתן	881	צור נתן	Tzur Natan	Цур Натан	تسور ناتان	Tzur Natan	9	90	32.2397	35.014
צוריאל	1535	צוריאל	Tzuriel	Цуриэль	تسوريئل	Tzuriel	6	0	33.0065	35.3148
צורית גילון	1416	צורית גילון	Tzurit Gilon	Цурит Гилон	تسوريت، جيلون	Tzurit Gilon	1	30	32.9043	35.2322
ציפורי	1254	ציפורי	Tzippori	Ципори	تسيبوري	Tzippori	34	60	32.7467	35.2764
צלפון	487	צלפון	Tzalfon	Цальфон	تسلفون	Tzalfon	3	90	31.8056	34.9318
צפריה	1869	צפריה	Tzafria	Цафрия	تسفاريه	Tzafria	23	90	32.0043	34.8547
צפרירים	338	צפרירים	Tzafririm	Цафририм	تسافريريم	Tzafririm	3	60	31.6596	34.9443
צפת	1477	צפת	Safed	Цфат	صفد	Safed	1	30	32.9646	35.496
צרופה	1143	צרופה	Tzrufa	Цруфа	تسروفا	Tzrufa	22	60	32.6478	34.9465
צרעה	440	צרעה	Tzora	Цроа	صرعه	Tzora	3	90	31.7627	34.9669
קבוצת יבנה	501	קבוצת יבנה	Kvutzat Yavne	Квуцат Явне	مجموعة يافنيه	Kvutzat Yavne	7	60	31.814	34.7191
קדומים	871	קדומים	Kdumim	Кдумим	كدوميم	Kdumim	11	90	32.2124	35.1574
קדימה-צורן	900	קדימה-צורן	Kadima-Zoran	Кадима-Цоран	كديمة تسورن	Kadima-Zoran	9	90	32.283	34.9119
קדיתא	1527	קדיתא	Kadita	Кадита	كديتا	Kadita	1	30	33.006	35.4683
קדמה	374	קדמה	Kedma	Кедма	كيدما	Kedma	7	45	31.7008	34.7749
קדמת צבי	1553	קדמת צבי	Kidmat Zvi	Кидмат Цви	كيدمات تسفي	Kidmat Zvi	10	15	33.0295	35.6977
קדר	431	קדר	Kadarim	Кедар	كدار	Kadarim	14	90	31.7544	35.3107
קדרון	504	קדרון	Kidron	Кидрон	كدرون	Kidron	7	60	31.8141	34.7955
קדרים	1421	קדרים	Kadarim	Кадарим	كداريم	Kadarim	1	60	32.8989	35.4716
קדש ברנע	59	קדש ברנע	Kadesh Barneah	Кадеш Барнеа	كديش برنيع	Kadesh Barneah	2	60	30.9034	34.3967
קוממיות	335	קוממיות	Kommemiut	Комемиют	كومميوت	Kommemiut	7	45	31.6626	34.7293
קורנית	1361	קורנית	Koranit	Коранит	كورنيت	Koranit	16	60	32.8444	35.2519
קטורה	23	קטורה	Ktura	Ктура	كتوراه	Ktura	27	90	29.9709	35.0614
קידה	1725	קידה	Kida	Кида	كيده	Kida	11	90	32.0514	35.3413
קיסריה	1029	קיסריה	Caesarea	Кейсария	قيساريا	Caesarea	5	90	32.519	34.9045
קלחים	226	קלחים	Klachim	Клахим	كلحيم	Klajim	17	30	31.4498	34.6791
קליה	444	קליה	Kalia	Калия	كلياه	Kalia	12	90	31.7499	35.4661
קלנסווה	907	קלנסווה	Qalansawe	Калансуа	قلنسوة	Qalansawe	9	90	32.2858	34.9815
קלע	1621	קלע	Kela	Кедар	كيلع	Kela	28	15	33.1317	35.6839
קציר	1033	קציר	Katzir	Кацир	كتسير	Katzir	15	90	32.4852	35.1087
קצר-א-סיר	90	קצר-א-סיר והפזורה	Qasr al-Sir and the Bedouin Diaspora	Каср аль-Сир и диаспора	قصر السير وضواحيها	Qasr al-Sir y la Diáspora Beduina	2	90	31.0865	34.9979
קצרין	1518	קצרין	Katzrin	Кацрин	كتسرين	Katzrin	10	30	32.991	35.6899
קצרין - אזור תעשייה	1875	קצרין - אזור תעשייה	Katzrin - Industrial Zone	Кацрин - Промзона	كاتسرين المنطقة الصناعية	Area Industrial Katzrin	10	30	32.989259	35.710742
קריית אונו	737	קריית אונו	Kiryat Ono	Кирьят Оно	كريات أونو	Kiryat Ono	18	90	32.0549	34.8589
קריית ביאליק	1337	קריית ביאליק	Kiryat Biyalik	Кирьят Бялик	كريات بياليك	Kiryat Biyalik	19	60	32.8322	35.0884
קריית גת, כרמי גת	293	קריית גת, כרמי גת	Kiryat Gat, Karmei Gat	Кирьят Гат, Кармей Гат	كريات غات , كرمي جات	Kiryat Gat, Karmei Gat	7	45	31.6196	34.766
קריית טבעון-בית זייד	1183	קריית טבעון - בית זייד	Kiryat Tiv'on-Beit Zaid	Кирьят Тивон-Бейт Зайд	كريات طبعون - بيت زايد	Kiryat Tiv'on-Beit Zaid	34	60	32.7132	35.1226
קריית ים	1351	קריית ים	Kiryat Yam	Кирьят Ям	كريات يام	Kiryat Yam	19	60	32.8493	35.0689
קריית יערים	510	קריית יערים	Kiryat Yearim	Кирьят Яарим	كريات يعاريم	Kiryat Yearim	3	90	31.8028	35.0999
קריית מוצקין	1347	קריית מוצקין	Kiryat Motzkin	Кирьят Моцкин	كريات موتسكين	Kiryat Motzkin	19	60	32.8382	35.0795
קריית מלאכי	385	קריית מלאכי	Kiryat Malachi	Кирьят Малахи	كريات ملاخي	Kiryat Malaji	7	45	31.7302	34.747
קריית נטפים	801	קריית נטפים	Kiryat Netafim	Кирьят Нетафим	كريات نتافيم	Kiryat Netafim	11	90	32.1173	35.1121
קריית ענבים	513	קריית ענבים	Kiryat Anavim	Кирьят Анавим	كريات عنابيم	Kiryat Anavim	3	90	31.8099	35.1208
קריית עקרון	560	קריית עקרון	Kiryat Ekron	Кирьят Экрон	كريات عكرون	Kiryat Ekron	23	90	31.8625	34.822
קרית ארבע	258	קרית ארבע	Kiryat Arba	Кирьят Арба	كريات أربع	Kiryat Arba	14	90	31.5293	35.1156
קריית אתא	1304	קריית אתא	Kiryat Atta	Кирьят Ата	كريات اتا	Kiryat Atta	19	60	32.8052	35.0925
קריית חינוך מרחבים	163	קריית חינוך מרחבים	Merhavim Educational Campus	Учебный центр Мерхавим	كريات حينوخ مرحافيم	Merhavim Educational Campus	17	45	31.3142	34.5999
קריית שמונה	1637	קריית שמונה	Kiryat Shmona	Кирьят Шмона	كريات شمونه	Kiryat Shmona	6	0	33.2079	35.5702
קרני שומרון	846	קרני שומרון	Karnei Shomron	Карней Шомрон	كرني شومرون	Karnei Shomron	11	90	32.1716	35.0975
קשת	1510	קשת	Keshet	Кешет	كيشت	Keshet	10	0	32.9804	35.8085
ראמה	1452	ראמה	Rama	Рама	الرامه	Rama	1	30	32.9371	35.367
ראס אל-עין	1428	ראס אל-עין	Ras al-ein	Рас аль-Эйн	راس العين	Ras al-ein	16	60	32.9157	35.3727
ראס עלי	1283	ראס עלי	Ras Ali	Рас Али	راس علي	Ras Ali	34	60	32.7729	35.1555
ראש הנקרה	1590	ראש הנקרה	Rosh HaNikra	Рош ха-Никра	راس الناقورة	Rosh HaNikra	6	0	33.0861	35.1135
ראש העין	781	ראש העין	Rosh HaAyin	Рош ха-Айн	راس العين	Rosh HaAyin	20	90	32.0958	34.9522
ראש פינה	1486	ראש פינה	Rosh Pinna	Рош Пина	روش بينا	Rosh Pinna	1	30	32.9704	35.5427
ראש צורים	356	ראש צורים	Rosh Tzurim	Рош Цурим	راس تسوريم	Rosh Tzurim	14	90	31.6678	35.1253
ראשון לציון - מזרח	1827	ראשון לציון - מזרח	Rishon LeZion - East	Ришон Ле Цион - Восток	ريشون لتسيون - شرق	Rishon LeZion - Este	23	90	31.9723	34.8066
ראשון לציון - מערב	1838	ראשון לציון - מערב	Rishon LeZion - West	Ришон ле Цион - запад	ريشون لتسيون - غرب	Rishon LeZion - Oeste	23	90	31.981	34.7679
רבבה	806	רבבה	Revava	Ревава	ريففا	Revava	11	90	32.1187	35.1296
רבדים	439	רבדים	Revadim	Ревадим	رفاديم	Revadim	7	60	31.774	34.8148
רביבים	83	רביבים	Revivim	Ревивим	رفيفيم	Revivim	2	90	31.0452	34.7211
רביד	1382	רביד	Ravid	Равид	ربيد	Ravid	4	60	32.8506	35.4641
רגבה	1479	רגבה	Regba	Регба	رجبة	Regba	1	30	32.9775	35.0991
רגבים	1057	רגבים	Regavim	Регавим	رجافيم	Regavim	15	90	32.5234	35.034
רהט	191	רהט והפזורה	Rahat and the Bedouin Diaspora	Рахат и диаспора	رهط وضواحيها	Rahat y la Diáspora Beduina	24	45	31.4033	34.7582
רווחה	319	רווחה	Revacha	Рехава	الروحة	Revaja	7	45	31.6487	34.7337
רוויה	1010	רוויה	Revaya	Ревая	روية	Revaya	25	60	32.4486	35.4731
רוחמה	245	רוחמה	Rochama	Рухама	روحماه	Rojama	17	30	31.4974	34.7052
רומאנה	1309	רומאנה	Rumana	Румана	رمانه	Rumana	16	60	32.7881	35.3112
רומת אל הייב	1286	רומת אל הייב	Rumat al-Heib	Румат эль-Хейб	رومات الهيب	Rumat al-Heib	16	60	32.7776	35.3057
רועי	896	רועי	Roee	Рои	روعي	Roee	29	90	32.2475	35.4895
רותם	945	רותם	Rotem	Ротем	روتم	Rotem	29	90	32.3366	35.5186
רחוב	1011	רחוב	Rechov	Рехов	رحوف	Rejov	25	60	32.4511	35.4896
רחובות	587	רחובות	Rehovot	Реховот	رحوفوت	Rejovot	23	90	31.8928	34.8113
רחלים	797	רחלים	Rechelim	Рехелим	رحاليم	Rejelim	11	90	32.1025	35.2578
רטורנו - גבעת שמש	460	רטורנו - גבעת שמש	Retorno - Givat Shesh	Реторно - Гиват Шемеш	رطورنو - جفعات شيمش	Retorno - Givat Shesh	3	90	31.7759	34.9474
ריחאנייה	1567	ריחאנייה	Rehaniya	Рехания	ريحانيه	Rejaniya	6	0	33.0499	35.4871
ריחן	1018	ריחן	Reihan	Рейхан	ريحان	Reijan	11	90	32.4688	35.1353
ריינה	1219	ריינה	Reineh	Райне	الرينه	Reineh	34	60	32.7199	35.3177
רימונים	1823	רימונים	Rimonim	Римоним	ريمونيم	Rimonim	11	90	31.9354	35.3405
רינתיה	734	רינתיה	Rinatya	Ринатия	رينتيه	Rinatya	20	90	32.0444	34.9285
רכסים	1253	רכסים	Rechasim	Рехасим	رخاسيم	Rejasim	19	60	32.7493	35.0996
רם און	1067	רם און	Ram On	Рам Он	رام أون	Ram On	34	60	32.5287	35.2587
רמות	1373	רמות	Ramot	Рамот	راموت	Ramot	10	15	32.8504	35.6652
רמות השבים	838	רמות השבים	Ramot HaShavim	Рамот ха-Шавим	راموت هشفيم	Ramot HaShavim	9	90	32.1651	34.8815
רמות מאיר	577	רמות מאיר	Ramot Meir	Рамот Меир	راموت مئير	Ramot Meir	23	90	31.8744	34.8552
רמות מנשה	1101	רמות מנשה	Ramot Menashe	Рамот Менаше	راموت منشيه	Ramot Menashe	15	90	32.5966	35.0575
רמות נפתלי	1605	רמות נפתלי	Ramot Naftali	Рамот Нафтали	راموت نافتالي	Ramot Naftali	6	0	33.1024	35.5533
רמלה	1797	רמלה	Ramla	Рамла	الرملة-	Ramla	23	90	31.9316	34.8729
רמת גן - מזרח	730	רמת גן - מזרח	Ramat Gan - East	Рамат Ган - восток	رمات غان - شرق	Ramat Gan - Este	18	90	32.0529	34.8416
רמת גן - מערב	745	רמת גן - מערב	Ramat Gan - West	Рамат Ган - запад	رمات غان - غرب	Ramat Gan - Oeste	18	90	32.0706	34.8275
רמת דוד	1175	רמת דוד	Ramat David	Рамат Давид	رمات دافيد	Ramat David	34	60	32.679	35.204
רמת הכובש	868	רמת הכובש	Ramat HaKovesh	Рамат ха-Ковеш	رمات هخوبش	Ramat HaKovesh	9	90	32.2183	34.9383
רמת הנדיב	1080	רמת הנדיב	Ramat HaNadiv	Рамат ха-Надив	رمات هنديف	Ramat HaNadiv	5	90	32.5524	34.9453
רמת השופט	1115	רמת השופט	Ramat HaShofet	Рамат ха-Шофет	رمات هشوفط	Ramat HaShofet	15	90	32.6094	35.0941
רמת השרון	802	רמת השרון	Ramat HaSharon	Рамат ха-Шарон	رمات هشارون	Ramat HaSharon	18	90	32.1378	34.8403
רמת יוחנן	1306	רמת יוחנן	Ramat Yochana	Рамат Йоханан	رمات يوحانان	Ramat Yojanan	19	60	32.7935	35.1222
רמת ישי	1193	רמת ישי	Ramat Ishai	Рамат Ишай	رمات يشاي	Ramat Ishai	34	60	32.704	35.166
רמת מגשימים	1375	רמת מגשימים	Ramat Magshimim	Рамат Магшимим	رمات مجشيميم	Ramat Magshimim	10	0	32.8441	35.8066
רמת צבי	1106	רמת צבי	Ramat Zvi	Рамат Цви	رمات تسفي	Ramat Zvi	34	60	32.592	35.4145
רמת רזיאל	449	רמת רזיאל	Ramat Raziel	Рамат Разиэль	رمات رازئيل	Ramat Raziel	3	90	31.7736	35.0744
רנן	172	רנן	Renan	Ренан	رينن	Renan	17	30	31.3387	34.6004
רעים	194	רעים	Reim	Реим	رعيم	Reim	13	15	31.3862	34.4588
רעננה	849	רעננה	Ra'anana	Раанана	رعنانا	Ra'anana	9	90	32.1848	34.8713
רקפת	1368	רקפת	Rakefet	Ракефет	ركيفت	Rakefet	16	60	32.8556	35.2642
רשפון	855	רשפון	Rishpon	Ришпон	رشبون	Rishpon	9	90	32.2019	34.8247
רשפים	1036	רשפים	Reshafim	Решафим	رشافيم	Reshafim	25	60	32.4812	35.4788
רתמים	85	רתמים	Retamim	Ретамим	رتميم	Retamim	2	90	31.054	34.6909
שאנטי במדבר	52	שאנטי במדבר	Shanti BaMidbar	Шанти ба Мидбар	شانطي في الصحراء	Shanti BaMidbar	2	90	30.8333	34.7366
שאר ישוב	1650	שאר ישוב	Shear Yeshuv	Шаар Йешув	شآر يشوف	Shear Yeshuv	6	0	33.2263	35.6468
שבות רחל	1729	שבות רחל	Shvut Rachel	Швут Рахель	شبوت رحل	Shvut Rajel	11	90	32.0545	35.3107
שבי דרום	237	שבי דרום	Shavei Darom	Шавей Даром	شيفي دروم	Shavei Darom	17	30	31.4664	34.6386
שבי ציון	1489	שבי ציון	Shavei Zion	Шавей Цион	شفي تسيون	Shavei Zion	1	30	32.9821	35.083
שבי שומרון	904	שבי שומרון	Shavei Shomron	Шавей Шомрон	شيفي شومرون	Shavei Shomron	11	90	32.2637	35.1834
שבלי	1180	שבלי	Shibli	Шибли	شبلي	Shibli	34	60	32.6863	35.4061
שגב שלום	106	שגב שלום והפזורה	Segev Shalom and the Bedouin Diaspora	Сегев Шалом и диаспора	سيجف شالوم وضواحيها	Segev Shalom y la Diáspora Beduina	24	90	31.1984	34.8397
שדה אברהם	117	שדה אברהם	Sdeh Avraham	Сдэ Авраам	سديه أبراهام	Sdeh Avraham	13	15	31.2116	34.3357
שדה אילן	1267	שדה אילן	Sdeh Ilan	Сдэ Илан	سديه إيلان	Sdeh Ilan	4	60	32.7505	35.4224
שדה אליהו	1002	שדה אליהו	Sdeh Eliyahu	Сдэ Элиягу	سديه إلياهو	Sdeh Eliyahu	25	60	32.4419	35.5138
שדה אליעזר	1568	שדה אליעזר	Sdeh Eliezer	Сдэ Элиэзер	سديه اليعيزر	Sdeh Eliezer	1	30	33.0465	35.5653
שדה בוקר	54	שדה בוקר	Sdeh Boker	Сдэ Бокер	سديه بوكر	Sdeh Boker	2	90	30.8736	34.7931
שדה דוד	277	שדה דוד	Sdeh David	Сде Давид	سديه دافيد	Sdeh David	7	30	31.5775	34.6834
שדה ורבורג	857	שדה ורבורג	Sdeh Warburg	Сдэ Варбург	سديه وربورغ	Sdeh Warburg	9	90	32.2087	34.9033
שדה יואב	318	שדה יואב	Sdeh Yoav	Сдэ Йоав	سديه يواف	Sdeh Yoav	7	30	31.6457	34.6768
שדה יעקב	1184	שדה יעקב	Sdeh Yacov	Сдэ Яаков	سديه يعقوب	Sdeh Yacov	34	60	32.6976	35.1413
שדה יצחק	981	שדה יצחק	Sdeh Itzhak	Сдэ Ицхак	سديه يتسحاق	Sdeh Itzjak	5	90	32.405	34.9922
שדה משה	300	שדה משה	Sdeh Moshe	Сдэ Моше	سديه موشيه	Sdeh Moshe	7	45	31.611	34.8004
שדה נחום	1070	שדה נחום	Sdeh Nachum	Сдэ Нахум	سديه ناحوم	Sdeh Najum	25	60	32.5251	35.4809
שדה נחמיה	1634	שדה נחמיה	Sdeh Nechemia	Сдэ Нехемия	سديه ناحميه	Sdeh Nejemia	6	0	33.1882	35.6231
שדה ניצן	121	שדה ניצן	Sdeh Nitzan	Сдэ Ницан	سديه نيتسان	Sdeh Nitzan	13	15	31.23	34.4184
שדה עוזיהו	416	שדה עוזיהו	Sdeh Uziahu	Сдэ Узиягу	سديه عوزياهو	Sdeh Uziahu	7	45	31.7584	34.6782
שדה צבי	231	שדה צבי	Sdeh Zvi	Сдэ Цви	سديه تسفي	Sdeh Zvi	17	30	31.4487	34.7132
שדות ים	1028	שדות ים	Sdot Yam	Сдот Ям	سدوت يام	Sdot Yam	5	90	32.4926	34.8932
שדות מיכה	388	שדות מיכה	Sdot Micha	Сдот Миха	سدوت ميخا	Sdot Mija	3	60	31.7214	34.9207
שדי חמד	839	שדי חמד	Sdei Hemed	Сдей Хемед	سديه حيمد	Sdei Jemed	9	90	32.1585	34.9428
שדי תרומות	995	שדי תרומות	Sdei Trumot	Сдей Трумот	سديه تروموت	Sdei Trumot	25	60	32.4409	35.4842
שדמה	532	שדמה	Shdema	Шдема	شدماه	Shdema	7	60	31.8338	34.7401
שדמות דבורה	1195	שדמות דבורה	Shadmot Dvora	Шадмот Двора	شدموت دفوراه	Shadmot Dvora	34	60	32.6962	35.4364
שדמות מחולה	946	שדמות מחולה	Shadmot Mechola	Шадмот Мехола	شدموت محولا	Shadmot Mejola	29	90	32.3477	35.5306
שדרות, איבים, ניר עם	248	שדרות, איבים, ניר עם	Sderot, Ibim, Nir Am	Сдерот, Ибим, Нир Ам	شدموت ,إيفيم، ,نير عام	Sderot, Ibim, Nir Am	13	15	31.5313	34.5984
שהם	1865	שהם	Shoham	Шохам	شوهام	Shoham	20	90	31.9958	34.9488
שואבה	492	שואבה	Shoeva	Шоева	شوأفا	Shoeva	3	90	31.7994	35.079
שובל	208	שובל	Shoval	Шоваль	شوبل	Shoval	24	45	31.4137	34.7458
שומרה	1595	שומרה	Shomera	Шомера	شومره	Shomera	6	0	33.0825	35.282
שומריה	216	שומריה	Shomria	Шомрия	شومرياه	Shomria	14	60	31.4322	34.8841
שומרת	1459	שומרת	Shomrat	Шомрат	شومرات	Shomrat	1	30	32.9515	35.095
שוקדה	209	שוקדה	Shokeda	Шокеда	شوكداه	Shokeda	13	15	31.4221	34.5244
שורש	491	שורש	Shoresh	Шореш	شورش	Shoresh	3	90	31.7975	35.0653
שורשים	1407	שורשים	Shorashim	Шорашим	شورشيم	Shorashim	16	60	32.8927	35.2586
שושנת העמקים	938	שושנת העמקים	Shoshanat Ha'Amakim	Шошанат ха-Амаким	شوشنة هعمكيم	Shoshanat Ha'Amakim	9	90	32.3548	34.8568
שזור	1444	שזור	Shezor	Шезор	شازور	Shezor	1	30	32.9339	35.3545
שחר	298	שחר	Shachar	Шахар	شاحار	Shachar	7	30	31.6184063	34.7240639
שחרות	19	שחרות	Shachrut	Шахрут	شحروت	Shajrut	27	90	29.9041	34.9992
שיבולים	201	שיבולים	Shibolim	Шиболим	شيبوليم	Shibolim	17	30	31.3964	34.6081
שיטים	30	שיטים	Shitim	Шитим	شيطيم	Shitim	27	90	30.1764	35.0167
שייח' דנון	1511	שייח דנון	Sheikh Danun	Шейх Данун	الشيخ دنون	Sheij Danun	1	30	32.9938	35.1486
שילה	740	שילה	Shilo	Шило	شيلو	Shilo	11	90	32.0544	35.2991
שילת	1801	שילת	Shilat	Шилат	شيلات	Shilat	20	90	31.9212	35.0146
שכניה	1367	שכניה	Shekhanya	Шехания	شخانيا	Shejanya	16	60	32.8492	35.2467
שלווה	269	שלווה	Shalva	Шалва	شلفاه	Shalva	7	30	31.5647	34.7688
שלוחות	1025	שלוחות	Shluchot	Шлухот	شلوحوت	Shlujot	25	60	32.4726	35.4805
שלומי	1582	שלומי	Shlomi	Шломи	شلومي	Shlomi	6	0	33.0726	35.1459
שלומית	102	שלומית	Shlomit	Шломит	شلوميت	Shlomit	13	30	31.1697	34.3032
שלפים	1037	שלפים	Shlafim	Щлафим	شلفيم	Shlafim	25	60	32.476	35.477
שמיר	1627	שמיר	Shamir	Шамир	شمير	Shamir	6	15	33.1668	35.66
שמעה	204	שמעה	Shim'a	Шима	شمعا	Shim'a	14	90	31.3873	35.0127
שמשית	1247	שמשית	Shimshit	Шимшит	شمشيت	Shimshit	34	60	32.7325	35.2465
שני ליבנה	186	שני ליבנה	Sheni LeYavne	Шени ле-Явне	شاني ليفنه	Sheni LeYavne	14	90	31.3566	35.0699
שניר	1660	שניר	Snir	Снир	سنير	Snir	6	0	33.2403	35.677
שעב	1398	שעב	Sha'ab	Шааб	شعب	Sha'ab	16	60	32.8897	35.2388
שעל	1614	שעל	Sha'al	Шааль	شاعال	Sha'al	28	15	33.1165	35.7188
שעלבים	582	שעלבים	Sha'alabim	Шаалабим	شعلبيم	Sha'alabim	20	90	31.8702	34.9843
שער אפרים	910	שער אפרים	Sha'ar Efraim	Шаар Эфраим	شاعر إفرايم	Sha'ar Efraim	9	90	32.2907	34.9994
שער הגולן	1197	שער הגולן	Sha'ar HaGolan	Шаар ха-Голан	شاعر هجولان	Sha'ar HaGolan	10	30	32.6869	35.6047
שער העמקים	1230	שער העמקים	Sha'ar HaAmakim	Шаар ха-Амаким	شاعر هعامكيم	Sha'ar HaAmakim	34	60	32.7226	35.1106
שער מנשה	998	שער מנשה	Sha'ar Menashe	Шаар Менаше	شاعر منشيه	Sha'ar Menashe	5	90	32.4439	35.011
שערי תקווה	805	שערי תקווה	Sha'arei Tikva	Шаарей Тиква	شعاري تكفاه	Sha'arei Tikva	9	90	32.1207	35.027
שפיים	866	שפיים	Shefayim	Шфаим	شفييم	Shefayim	9	90	32.2166	34.8224
שפיר	368	שפיר	Shafir	Шафир	شفير	Shafir	7	45	31.6976	34.7282
שפר	1464	שפר	Shefer	Шефер	شيفر	Shefer	1	30	32.9446	35.4378
שפרעם	1307	שפרעם	Shfaram	Шфарам	شفاعمرو	Shfaram	16	60	32.8058	35.17
שקד	1023	שקד	Shaked	Шакед	شاكيد	Shaked	11	90	32.4737	35.1684
שקף	255	שקף	Shekef	Шекеф	شيكف	Shekef	14	60	31.5149	34.9373
שרונה	1236	שרונה	Sharona	Шарона	سارونا	Sharona	4	60	32.7259	35.4672
שריגים - ליאון	354	שריגים - ליאון	Srigim (Li-On)	Сригим (Лион)	شريجيم (ليؤون)	Srigim (Li-On)	3	60	31.6786	34.9351
שריד	1157	שריד	Sarid	Сарид	سريد	Sarid	34	60	32.6631	35.2248
שרשרת	202	שרשרת	Sharsheret	Шаршерет	شرشرت	Sharsheret	17	30	31.4048	34.6044
שתולה	1596	שתולה	Shtula	Штула	شتولا	Shtula	6	0	33.0859	35.3156
שתולים	434	שתולים	Shtulim	Штулим	شتوليم	Shtulim	7	45	31.7737	34.6844
תאשור	190	תאשור	Ta'ashur	Таашур	تاشور	Ta'ashur	17	30	31.3717	34.6435
תדהר	195	תדהר	Tidhar	Тидхар	تدهار	Tidhar	17	30	31.3789	34.6304
תובל	1441	תובל	Tuval	Туваль	توفال	Tuval	1	30	32.9285	35.2457
תומר	720	תומר	Tomer	Томер	تومر	Tomer	29	90	32.0186	35.4398
תחנת רכבת כפר יהושוע	1173	תחנת רכבת כפר יהושוע	Kfar Yehoshua Train Station	Станция Кфра Йешуа	محطة القطار كفار يهوشع	Estacion de tren Kfar Yehoshua	34	60	32.6811	35.1246
תחנת רכבת ראש העין	1721	תחנת רכבת ראש העין	Rosh Ha’Ayin Train Station	Железнодорожный вокзал Рош	محطةالقطار رأس العين	Estacion de tren de Rosh Ha’Ayin	9	90	32.1209	34.9345
תימורים	378	תימורים	Timorim	Тиморим	تيموريم	Timorim	7	45	31.7163	34.7614
תירוש	421	תירוש	Tirosh	Тирош	تيروش	Tirosh	3	60	31.7503	34.8859
תל אביב - דרום העיר ויפו	722	תל אביב - דרום העיר ויפו	Tel Aviv - South and Jaffa	Тель Авив - Южный Район и Яффо	تل أبيب - جنوب ويافا	Tel Aviv - Sur y Jaffa	18	90	32.0462	34.7654
תל אביב - מזרח	724	תל אביב - מזרח	Tel Aviv - East	Тель Авив - Восток	تل أبيب - شرق	Tel Aviv - Este	18	90	32.0578	34.7987
תל אביב - מרכז העיר	742	תל אביב - מרכז העיר	Tel Aviv - City Center	Тель Авив - Центральный район	تل أبيب - مركز المدينة	Tel Aviv - Centro de la Ciudad	18	90	32.0798	34.7772
תל אביב - עבר הירקון	783	תל אביב - עבר הירקון	Tel Aviv - Across the Yarkon	Тель Авив - Север После Яркон	تل أبيب - هيركون	Tel Aviv - El Yarkon pasó	18	90	32.1213	34.8203
תל חי	1652	תל חי	Tel Hai	Тель Хай	تل حاي	Tel Jai	6	0	33.2334	35.5827
תל יוסף	1086	תל יוסף	Tel Yossef	Тель Йосеф	تل يوسف	Tel Yossef	34	60	32.5567	35.3989
תל יצחק	884	תל יצחק	Tel Itzhak	Тель Ицхак	تل يتسحاق	Tel Itzjak	9	90	32.2527	34.8724
תל מונד	885	תל מונד	Tel Mond	Тель Монд	تل موند	Tel Mond	9	90	32.2566	34.9185
